State,Description,Year,Value
Indiana,Per capita personal consumption expenditures (PCE) 8,2021,42565
Indiana,Per capita personal consumption expenditures (PCE) 8,2022,46579
Indiana,Price indexes,2016,NA
Indiana,Price indexes,2017,NA
Indiana,Price indexes,2018,NA
Indiana,Price indexes,2019,NA
Indiana,Price indexes,2020,NA
Indiana,Price indexes,2021,NA
Indiana,Price indexes,2022,NA
Indiana,Regional price parities (RPPs) 9,2016,91.423
Indiana,Regional price parities (RPPs) 9,2017,90.884
Indiana,Regional price parities (RPPs) 9,2018,92.737
Indiana,Regional price parities (RPPs) 9,2019,92.79
Indiana,Regional price parities (RPPs) 9,2020,91.755
Indiana,Regional price parities (RPPs) 9,2021,92.496
Indiana,Regional price parities (RPPs) 9,2022,91.817
Indiana,Implicit regional price deflator 10,2016,89.855
Indiana,Implicit regional price deflator 10,2017,90.884
Indiana,Implicit regional price deflator 10,2018,94.636
Indiana,Implicit regional price deflator 10,2019,96.05
Indiana,Implicit regional price deflator 10,2020,96.008
Indiana,Implicit regional price deflator 10,2021,100.822
Indiana,Implicit regional price deflator 10,2022,106.547
Indiana,Employment,2016,NA
Indiana,Employment,2017,NA
Indiana,Employment,2018,NA
Indiana,Employment,2019,NA
Indiana,Employment,2020,NA
Indiana,Employment,2021,NA
Indiana,Employment,2022,NA
Indiana,Total employment (number of jobs),2016,3847508
Indiana,Total employment (number of jobs),2017,3903424
Indiana,Total employment (number of jobs),2018,3963724
Indiana,Total employment (number of jobs),2019,3969603
Indiana,Total employment (number of jobs),2020,3843114
Indiana,Total employment (number of jobs),2021,3978425
Indiana,Total employment (number of jobs),2022,4140665
Iowa,Real dollar statistics,2016,NA
Iowa,Real dollar statistics,2017,NA
Iowa,Real dollar statistics,2018,NA
Iowa,Real dollar statistics,2019,NA
Iowa,Real dollar statistics,2020,NA
Iowa,Real dollar statistics,2021,NA
Iowa,Real dollar statistics,2022,NA
Iowa,Real GDP (millions of chained 2017 dollars) 1,2016,NA
Iowa,Real GDP (millions of chained 2017 dollars) 1,2017,187125
Iowa,Real GDP (millions of chained 2017 dollars) 1,2018,189245.1
Iowa,Real GDP (millions of chained 2017 dollars) 1,2019,188318.4
Iowa,Real GDP (millions of chained 2017 dollars) 1,2020,187136.7
Iowa,Real GDP (millions of chained 2017 dollars) 1,2021,198470.8
Iowa,Real GDP (millions of chained 2017 dollars) 1,2022,197846.3
Iowa,Real personal income (millions of constant (2017) dollars) 2,2016,163762.3
Iowa,Real personal income (millions of constant (2017) dollars) 2,2017,166102.4
Iowa,Real personal income (millions of constant (2017) dollars) 2,2018,165388.8
Iowa,Real personal income (millions of constant (2017) dollars) 2,2019,166575.5
Iowa,Real personal income (millions of constant (2017) dollars) 2,2020,177134.1
Iowa,Real personal income (millions of constant (2017) dollars) 2,2021,190106.4
Iowa,Real personal income (millions of constant (2017) dollars) 2,2022,188090.5
Iowa,Real PCE (millions of constant (2017) dollars) 3,2016,127487.4
Iowa,Real PCE (millions of constant (2017) dollars) 3,2017,130356.7
Iowa,Real PCE (millions of constant (2017) dollars) 3,2018,127969.4
Iowa,Real PCE (millions of constant (2017) dollars) 3,2019,129279
Iowa,Real PCE (millions of constant (2017) dollars) 3,2020,127315.6
Iowa,Real PCE (millions of constant (2017) dollars) 3,2021,138046.2
Iowa,Real PCE (millions of constant (2017) dollars) 3,2022,141783.8
Iowa,Current dollar statistics (millions of dollars),2016,NA
Iowa,Current dollar statistics (millions of dollars),2017,NA
Iowa,Current dollar statistics (millions of dollars),2018,NA
Iowa,Current dollar statistics (millions of dollars),2019,NA
Iowa,Current dollar statistics (millions of dollars),2020,NA
Iowa,Current dollar statistics (millions of dollars),2021,NA
Iowa,Current dollar statistics (millions of dollars),2022,NA
Iowa,Gross domestic product (GDP),2016,NA
Iowa,Gross domestic product (GDP),2017,187125
Iowa,Gross domestic product (GDP),2018,193155.1
Iowa,Gross domestic product (GDP),2019,196085.1
Iowa,Gross domestic product (GDP),2020,199447
Iowa,Gross domestic product (GDP),2021,220818.2
Iowa,Gross domestic product (GDP),2022,238342.3
Iowa,Personal income,2016,143839.9
Iowa,Personal income,2017,147911.5
Iowa,Personal income,2018,154686
Iowa,Personal income,2019,158118.5
Iowa,Personal income,2020,167778.9
Iowa,Personal income,2021,185621.7
Iowa,Personal income,2022,192742.4
Iowa,Disposable personal income,2016,128254.5
Iowa,Disposable personal income,2017,132160.8
Iowa,Disposable personal income,2018,139211
Iowa,Disposable personal income,2019,141842.9
Iowa,Disposable personal income,2020,151353
Iowa,Disposable personal income,2021,166031.3
Iowa,Disposable personal income,2022,170345.5
Iowa,Personal consumption expenditures,2016,112218.4
Iowa,Personal consumption expenditures,2017,116352.5
Iowa,Personal consumption expenditures,2018,119934.4
Iowa,Personal consumption expenditures,2019,122945
Iowa,Personal consumption expenditures,2020,120916.6
Iowa,Personal consumption expenditures,2021,135091.2
Iowa,Personal consumption expenditures,2022,145480.9
Iowa,Real per capita dollar statistics (constant 2017 dollars),2016,NA
Iowa,Real per capita dollar statistics (constant 2017 dollars),2017,NA
Iowa,Real per capita dollar statistics (constant 2017 dollars),2018,NA
Iowa,Real per capita dollar statistics (constant 2017 dollars),2019,NA
Iowa,Real per capita dollar statistics (constant 2017 dollars),2020,NA
Iowa,Real per capita dollar statistics (constant 2017 dollars),2021,NA
Iowa,Real per capita dollar statistics (constant 2017 dollars),2022,NA
Iowa,Real per capita personal income 4,2016,51997
Iowa,Real per capita personal income 4,2017,52520
Iowa,Real per capita personal income 4,2018,52149
Iowa,Real per capita personal income 4,2019,52319
Iowa,Real per capita personal income 4,2020,55518
Iowa,Real per capita personal income 4,2021,59451
Iowa,Real per capita personal income 4,2022,58769
Iowa,Real per capita PCE 5,2016,40479
Iowa,Real per capita PCE 5,2017,41218
Iowa,Real per capita PCE 5,2018,40351
Iowa,Real per capita PCE 5,2019,40605
Iowa,Real per capita PCE 5,2020,39904
Iowa,Real per capita PCE 5,2021,43171
Iowa,Real per capita PCE 5,2022,44300
Iowa,Per capita current dollar statistics,2016,NA
Iowa,Per capita current dollar statistics,2017,NA
Iowa,Per capita current dollar statistics,2018,NA
Iowa,Per capita current dollar statistics,2019,NA
Iowa,Per capita current dollar statistics,2020,NA
Iowa,Per capita current dollar statistics,2021,NA
Iowa,Per capita current dollar statistics,2022,NA
Iowa,Per capita personal income 6,2016,45672
Iowa,Per capita personal income 6,2017,46769
Iowa,Per capita personal income 6,2018,48775
Iowa,Per capita personal income 6,2019,49663
Iowa,Per capita personal income 6,2020,52586
Iowa,Per capita personal income 6,2021,58049
Iowa,Per capita personal income 6,2022,60222
Iowa,Per capita disposable personal income 7,2016,40723
Iowa,Per capita disposable personal income 7,2017,41788
Iowa,Per capita disposable personal income 7,2018,43895
Iowa,Per capita disposable personal income 7,2019,44551
Iowa,Per capita disposable personal income 7,2020,47438
Iowa,Per capita disposable personal income 7,2021,51922
Iowa,Per capita disposable personal income 7,2022,53224
Iowa,Per capita personal consumption expenditures (PCE) 8,2016,35631
Iowa,Per capita personal consumption expenditures (PCE) 8,2017,36790
Iowa,Per capita personal consumption expenditures (PCE) 8,2018,37817
Iowa,Per capita personal consumption expenditures (PCE) 8,2019,38615
Iowa,Per capita personal consumption expenditures (PCE) 8,2020,37898
Iowa,Per capita personal consumption expenditures (PCE) 8,2021,42247
Iowa,Per capita personal consumption expenditures (PCE) 8,2022,45455
Iowa,Price indexes,2016,NA
Iowa,Price indexes,2017,NA
Iowa,Price indexes,2018,NA
Iowa,Price indexes,2019,NA
Iowa,Price indexes,2020,NA
Iowa,Price indexes,2021,NA
Iowa,Price indexes,2022,NA
Iowa,Regional price parities (RPPs) 9,2016,89.56
Iowa,Regional price parities (RPPs) 9,2017,89.257
Iowa,Regional price parities (RPPs) 9,2018,91.841
Iowa,Regional price parities (RPPs) 9,2019,91.873
Iowa,Regional price parities (RPPs) 9,2020,90.767
Iowa,Regional price parities (RPPs) 9,2021,89.778
Iowa,Regional price parities (RPPs) 9,2022,88.422
Iowa,Implicit regional price deflator 10,2016,88.023
Iowa,Implicit regional price deflator 10,2017,89.257
Iowa,Implicit regional price deflator 10,2018,93.721
Iowa,Implicit regional price deflator 10,2019,95.101
Iowa,Implicit regional price deflator 10,2020,94.974
Iowa,Implicit regional price deflator 10,2021,97.859
Iowa,Implicit regional price deflator 10,2022,102.608
Iowa,Employment,2016,NA
Iowa,Employment,2017,NA
Iowa,Employment,2018,NA
Iowa,Employment,2019,NA
Iowa,Employment,2020,NA
Iowa,Employment,2021,NA
Iowa,Employment,2022,NA
Iowa,Total employment (number of jobs),2016,2066676
Iowa,Total employment (number of jobs),2017,2061826
Iowa,Total employment (number of jobs),2018,2076505
Iowa,Total employment (number of jobs),2019,2070466
Iowa,Total employment (number of jobs),2020,2009821
Iowa,Total employment (number of jobs),2021,2053873
Iowa,Total employment (number of jobs),2022,2113995
Kansas,Real dollar statistics,2016,NA
Kansas,Real dollar statistics,2017,NA
Kansas,Real dollar statistics,2018,NA
Kansas,Real dollar statistics,2019,NA
Kansas,Real dollar statistics,2020,NA
Kansas,Real dollar statistics,2021,NA
Kansas,Real dollar statistics,2022,NA
Kansas,Real GDP (millions of chained 2017 dollars) 1,2016,NA
Kansas,Real GDP (millions of chained 2017 dollars) 1,2017,166273.6
Kansas,Real GDP (millions of chained 2017 dollars) 1,2018,169796.9
Kansas,Real GDP (millions of chained 2017 dollars) 1,2019,170351.7
Kansas,Real GDP (millions of chained 2017 dollars) 1,2020,168540.8
Kansas,Real GDP (millions of chained 2017 dollars) 1,2021,172839.8
Kansas,Real GDP (millions of chained 2017 dollars) 1,2022,174794.6
Kansas,Real personal income (millions of constant (2017) dollars) 2,2016,151347.9
Kansas,Real personal income (millions of constant (2017) dollars) 2,2017,154694.8
Kansas,Real personal income (millions of constant (2017) dollars) 2,2018,156470.6
Kansas,Real personal income (millions of constant (2017) dollars) 2,2019,159473.4
Kansas,Real personal income (millions of constant (2017) dollars) 2,2020,167795.8
Kansas,Real personal income (millions of constant (2017) dollars) 2,2021,173329.5
Kansas,Real personal income (millions of constant (2017) dollars) 2,2022,170230
Kansas,Real PCE (millions of constant (2017) dollars) 3,2016,115222
Kansas,Real PCE (millions of constant (2017) dollars) 3,2017,117367.2
Kansas,Real PCE (millions of constant (2017) dollars) 3,2018,117900.6
Kansas,Real PCE (millions of constant (2017) dollars) 3,2019,119004
Kansas,Real PCE (millions of constant (2017) dollars) 3,2020,117180.9
Kansas,Real PCE (millions of constant (2017) dollars) 3,2021,125309.9
Kansas,Real PCE (millions of constant (2017) dollars) 3,2022,129618.4
Kansas,Current dollar statistics (millions of dollars),2016,NA
Kansas,Current dollar statistics (millions of dollars),2017,NA
Kansas,Current dollar statistics (millions of dollars),2018,NA
Kansas,Current dollar statistics (millions of dollars),2019,NA
Kansas,Current dollar statistics (millions of dollars),2020,NA
Kansas,Current dollar statistics (millions of dollars),2021,NA
Kansas,Current dollar statistics (millions of dollars),2022,NA
Kansas,Gross domestic product (GDP),2016,NA
Kansas,Gross domestic product (GDP),2017,166273.6
Kansas,Gross domestic product (GDP),2018,173373
Kansas,Gross domestic product (GDP),2019,176917.7
Kansas,Gross domestic product (GDP),2020,177720.6
Kansas,Gross domestic product (GDP),2021,191831.7
Kansas,Gross domestic product (GDP),2022,209326.1
Kansas,Personal income,2016,136753.6
Kansas,Personal income,2017,141311.8
Kansas,Personal income,2018,147407.4
Kansas,Personal income,2019,152926.2
Kansas,Personal income,2020,161704.7
Kansas,Personal income,2021,172071
Kansas,Personal income,2022,177474.7
Kansas,Disposable personal income,2016,122553.1
Kansas,Disposable personal income,2017,126799.2
Kansas,Disposable personal income,2018,132255.8
Kansas,Disposable personal income,2019,136926.5
Kansas,Disposable personal income,2020,145220.8
Kansas,Disposable personal income,2021,152140.4
Kansas,Disposable personal income,2022,154889.3
Kansas,Personal consumption expenditures,2016,104334.8
Kansas,Personal consumption expenditures,2017,107464.7
Kansas,Personal consumption expenditures,2018,111300
Kansas,Personal consumption expenditures,2019,114331.6
Kansas,Personal consumption expenditures,2020,113231.5
Kansas,Personal consumption expenditures,2021,124678.4
Kansas,Personal consumption expenditures,2022,135311.8
Kansas,Real per capita dollar statistics (constant 2017 dollars),2016,NA
Kansas,Real per capita dollar statistics (constant 2017 dollars),2017,NA
Kansas,Real per capita dollar statistics (constant 2017 dollars),2018,NA
Kansas,Real per capita dollar statistics (constant 2017 dollars),2019,NA
Kansas,Real per capita dollar statistics (constant 2017 dollars),2020,NA
Kansas,Real per capita dollar statistics (constant 2017 dollars),2021,NA
Kansas,Real per capita dollar statistics (constant 2017 dollars),2022,NA
Kansas,Real per capita personal income 4,2016,51703
Kansas,Real per capita personal income 4,2017,52843
Kansas,Real per capita personal income 4,2018,53374
Kansas,Real per capita personal income 4,2019,54358
Kansas,Real per capita personal income 4,2020,57114
Kansas,Real per capita personal income 4,2021,58997
Kansas,Real per capita personal income 4,2022,57958
Kansas,Real per capita PCE 5,2016,39362
Kansas,Real per capita PCE 5,2017,40092
Kansas,Real per capita PCE 5,2018,40218
Kansas,Real per capita PCE 5,2019,40564
Kansas,Real per capita PCE 5,2020,39886
Kansas,Real per capita PCE 5,2021,42653
Kansas,Real per capita PCE 5,2022,44131
Kansas,Per capita current dollar statistics,2016,NA
Kansas,Per capita current dollar statistics,2017,NA
Kansas,Per capita current dollar statistics,2018,NA
Kansas,Per capita current dollar statistics,2019,NA
Kansas,Per capita current dollar statistics,2020,NA
Kansas,Per capita current dollar statistics,2021,NA
Kansas,Per capita current dollar statistics,2022,NA
Kansas,Per capita personal income 6,2016,46718
Kansas,Per capita personal income 6,2017,48272
Kansas,Per capita personal income 6,2018,50283
Kansas,Per capita personal income 6,2019,52127
Kansas,Per capita personal income 6,2020,55041
Kansas,Per capita personal income 6,2021,58569
Kansas,Per capita personal income 6,2022,60424
Kansas,Per capita disposable personal income 7,2016,41867
Kansas,Per capita disposable personal income 7,2017,43314
Kansas,Per capita disposable personal income 7,2018,45114
Kansas,Per capita disposable personal income 7,2019,46673
Kansas,Per capita disposable personal income 7,2020,49430
Kansas,Per capita disposable personal income 7,2021,51785
Kansas,Per capita disposable personal income 7,2022,52735
Kansas,Per capita personal consumption expenditures (PCE) 8,2016,35643
Kansas,Per capita personal consumption expenditures (PCE) 8,2017,36710
Kansas,Per capita personal consumption expenditures (PCE) 8,2018,37966
Kansas,Per capita personal consumption expenditures (PCE) 8,2019,38971
Kansas,Per capita personal consumption expenditures (PCE) 8,2020,38541
Kansas,Per capita personal consumption expenditures (PCE) 8,2021,42438
Kansas,Per capita personal consumption expenditures (PCE) 8,2022,46069
Kansas,Price indexes,2016,NA
Kansas,Price indexes,2017,NA
Kansas,Price indexes,2018,NA
Kansas,Price indexes,2019,NA
Kansas,Price indexes,2020,NA
Kansas,Price indexes,2021,NA
Kansas,Price indexes,2022,NA
Kansas,Regional price parities (RPPs) 9,2016,92.132
Kansas,Regional price parities (RPPs) 9,2017,91.563
Kansas,Regional price parities (RPPs) 9,2018,92.508
Kansas,Regional price parities (RPPs) 9,2019,92.813
Kansas,Regional price parities (RPPs) 9,2020,92.349
Kansas,Regional price parities (RPPs) 9,2021,91.28
Kansas,Regional price parities (RPPs) 9,2022,89.961
Kansas,Implicit regional price deflator 10,2016,90.551
Kansas,Implicit regional price deflator 10,2017,91.563
Kansas,Implicit regional price deflator 10,2018,94.402
Kansas,Implicit regional price deflator 10,2019,96.074
Kansas,Implicit regional price deflator 10,2020,96.63
Kansas,Implicit regional price deflator 10,2021,99.496
Kansas,Implicit regional price deflator 10,2022,104.392
Kansas,Employment,2016,NA
Kansas,Employment,2017,NA
Kansas,Employment,2018,NA
Kansas,Employment,2019,NA
Kansas,Employment,2020,NA
Kansas,Employment,2021,NA
Kansas,Employment,2022,NA
Kansas,Total employment (number of jobs),2016,1916188
Kansas,Total employment (number of jobs),2017,1913433
Kansas,Total employment (number of jobs),2018,1925926
Kansas,Total employment (number of jobs),2019,1924114
Kansas,Total employment (number of jobs),2020,1878887
Kansas,Total employment (number of jobs),2021,1920925
Kansas,Total employment (number of jobs),2022,1982258
Kentucky,Real dollar statistics,2016,NA
Kentucky,Real dollar statistics,2017,NA
Kentucky,Real dollar statistics,2018,NA
Kentucky,Real dollar statistics,2019,NA
Kentucky,Real dollar statistics,2020,NA
Kentucky,Real dollar statistics,2021,NA
Kentucky,Real dollar statistics,2022,NA
Kentucky,Real GDP (millions of chained 2017 dollars) 1,2016,NA
Kentucky,Real GDP (millions of chained 2017 dollars) 1,2017,203564
Kentucky,Real GDP (millions of chained 2017 dollars) 1,2018,205940.1
Kentucky,Real GDP (millions of chained 2017 dollars) 1,2019,211739.7
Kentucky,Real GDP (millions of chained 2017 dollars) 1,2020,206288.8
Kentucky,Real GDP (millions of chained 2017 dollars) 1,2021,214565.1
Kentucky,Real GDP (millions of chained 2017 dollars) 1,2022,217568.1
Kentucky,Real personal income (millions of constant (2017) dollars) 2,2016,197156.3
Kentucky,Real personal income (millions of constant (2017) dollars) 2,2017,201330.6
Kentucky,Real personal income (millions of constant (2017) dollars) 2,2018,206072.9
Kentucky,Real personal income (millions of constant (2017) dollars) 2,2019,211071.9
Kentucky,Real personal income (millions of constant (2017) dollars) 2,2020,227986.2
Kentucky,Real personal income (millions of constant (2017) dollars) 2,2021,239442.9
Kentucky,Real personal income (millions of constant (2017) dollars) 2,2022,226239.6
Kentucky,Real PCE (millions of constant (2017) dollars) 3,2016,166616.2
Kentucky,Real PCE (millions of constant (2017) dollars) 3,2017,171290.5
Kentucky,Real PCE (millions of constant (2017) dollars) 3,2018,177421.5
Kentucky,Real PCE (millions of constant (2017) dollars) 3,2019,177991.3
Kentucky,Real PCE (millions of constant (2017) dollars) 3,2020,176412.4
Kentucky,Real PCE (millions of constant (2017) dollars) 3,2021,190099.6
Kentucky,Real PCE (millions of constant (2017) dollars) 3,2022,192315
Kentucky,Current dollar statistics (millions of dollars),2016,NA
Kentucky,Current dollar statistics (millions of dollars),2017,NA
Kentucky,Current dollar statistics (millions of dollars),2018,NA
Kentucky,Current dollar statistics (millions of dollars),2019,NA
Kentucky,Current dollar statistics (millions of dollars),2020,NA
Kentucky,Current dollar statistics (millions of dollars),2021,NA
Kentucky,Current dollar statistics (millions of dollars),2022,NA
Kentucky,Gross domestic product (GDP),2016,NA
Kentucky,Gross domestic product (GDP),2017,203564
Kentucky,Gross domestic product (GDP),2018,210509.1
Kentucky,Gross domestic product (GDP),2019,220683.3
Kentucky,Gross domestic product (GDP),2020,218755.2
Kentucky,Gross domestic product (GDP),2021,237925.9
Kentucky,Gross domestic product (GDP),2022,258981.2
Kentucky,Personal income,2016,175275.6
Kentucky,Personal income,2017,180836.1
Kentucky,Personal income,2018,186931.1
Kentucky,Personal income,2019,195419.7
Kentucky,Personal income,2020,211966.8
Kentucky,Personal income,2021,232362.6
Kentucky,Personal income,2022,234281.9
Kentucky,Disposable personal income,2016,156260.1
Kentucky,Disposable personal income,2017,161763.3
Kentucky,Disposable personal income,2018,167970.7
Kentucky,Disposable personal income,2019,175376.9
Kentucky,Disposable personal income,2020,192033.9
Kentucky,Disposable personal income,2021,208683.7
Kentucky,Disposable personal income,2022,207034.7
Kentucky,Personal consumption expenditures,2016,148443
Kentucky,Personal consumption expenditures,2017,154214.4
Kentucky,Personal consumption expenditures,2018,161272
Kentucky,Personal consumption expenditures,2019,165100.4
Kentucky,Personal consumption expenditures,2020,164458.8
Kentucky,Personal consumption expenditures,2021,184891.2
Kentucky,Personal consumption expenditures,2022,199412.3
Kentucky,Real per capita dollar statistics (constant 2017 dollars),2016,NA
Kentucky,Real per capita dollar statistics (constant 2017 dollars),2017,NA
Kentucky,Real per capita dollar statistics (constant 2017 dollars),2018,NA
Kentucky,Real per capita dollar statistics (constant 2017 dollars),2019,NA
Kentucky,Real per capita dollar statistics (constant 2017 dollars),2020,NA
Kentucky,Real per capita dollar statistics (constant 2017 dollars),2021,NA
Kentucky,Real per capita dollar statistics (constant 2017 dollars),2022,NA
Kentucky,Real per capita personal income 4,2016,44229
Kentucky,Real per capita personal income 4,2017,44983
Kentucky,Real per capita personal income 4,2018,45924
Kentucky,Real per capita personal income 4,2019,46924
Kentucky,Real per capita personal income 4,2020,50580
Kentucky,Real per capita personal income 4,2021,53132
Kentucky,Real per capita personal income 4,2022,50138
Kentucky,Real per capita PCE 5,2016,37378
Kentucky,Real per capita PCE 5,2017,38271
Kentucky,Real per capita PCE 5,2018,39539
Kentucky,Real per capita PCE 5,2019,39570
Kentucky,Real per capita PCE 5,2020,39138
Kentucky,Real per capita PCE 5,2021,42183
Kentucky,Real per capita PCE 5,2022,42620
Kentucky,Per capita current dollar statistics,2016,NA
Kentucky,Per capita current dollar statistics,2017,NA
Kentucky,Per capita current dollar statistics,2018,NA
Kentucky,Per capita current dollar statistics,2019,NA
Kentucky,Per capita current dollar statistics,2020,NA
Kentucky,Per capita current dollar statistics,2021,NA
Kentucky,Per capita current dollar statistics,2022,NA
Kentucky,Per capita personal income 6,2016,39321
Kentucky,Per capita personal income 6,2017,40404
Kentucky,Per capita personal income 6,2018,41658
Kentucky,Per capita personal income 6,2019,43445
Kentucky,Per capita personal income 6,2020,47026
Kentucky,Per capita personal income 6,2021,51561
Kentucky,Per capita personal income 6,2022,51921
Kentucky,Per capita disposable personal income 7,2016,35055
Kentucky,Per capita disposable personal income 7,2017,36142
Kentucky,Per capita disposable personal income 7,2018,37433
Kentucky,Per capita disposable personal income 7,2019,38989
Kentucky,Per capita disposable personal income 7,2020,42604
Kentucky,Per capita disposable personal income 7,2021,46306
Kentucky,Per capita disposable personal income 7,2022,45882
Kentucky,Per capita personal consumption expenditures (PCE) 8,2016,33301
Kentucky,Per capita personal consumption expenditures (PCE) 8,2017,34456
Kentucky,Per capita personal consumption expenditures (PCE) 8,2018,35940
Kentucky,Per capita personal consumption expenditures (PCE) 8,2019,36704
Kentucky,Per capita personal consumption expenditures (PCE) 8,2020,36486
Kentucky,Per capita personal consumption expenditures (PCE) 8,2021,41027
Kentucky,Per capita personal consumption expenditures (PCE) 8,2022,44193
Kentucky,Price indexes,2016,NA
Kentucky,Price indexes,2017,NA
Kentucky,Price indexes,2018,NA
Kentucky,Price indexes,2019,NA
Kentucky,Price indexes,2020,NA
Kentucky,Price indexes,2021,NA
Kentucky,Price indexes,2022,NA
Kentucky,Regional price parities (RPPs) 9,2016,90.648
Kentucky,Regional price parities (RPPs) 9,2017,90.031
Kentucky,Regional price parities (RPPs) 9,2018,89.074
Kentucky,Regional price parities (RPPs) 9,2019,89.609
Kentucky,Regional price parities (RPPs) 9,2020,89.095
Kentucky,Regional price parities (RPPs) 9,2021,89.229
Kentucky,Regional price parities (RPPs) 9,2022,89.356
Kentucky,Implicit regional price deflator 10,2016,89.093
Kentucky,Implicit regional price deflator 10,2017,90.031
Kentucky,Implicit regional price deflator 10,2018,90.898
Kentucky,Implicit regional price deflator 10,2019,92.758
Kentucky,Implicit regional price deflator 10,2020,93.224
Kentucky,Implicit regional price deflator 10,2021,97.26
Kentucky,Implicit regional price deflator 10,2022,103.69
Kentucky,Employment,2016,NA
Kentucky,Employment,2017,NA
Kentucky,Employment,2018,NA
Kentucky,Employment,2019,NA
Kentucky,Employment,2020,NA
Kentucky,Employment,2021,NA
Kentucky,Employment,2022,NA
Kentucky,Total employment (number of jobs),2016,2498703
Kentucky,Total employment (number of jobs),2017,2520120
Kentucky,Total employment (number of jobs),2018,2546178
Kentucky,Total employment (number of jobs),2019,2549943
Kentucky,Total employment (number of jobs),2020,2471693
Kentucky,Total employment (number of jobs),2021,2558304
Kentucky,Total employment (number of jobs),2022,2658979
Louisiana,Real dollar statistics,2016,NA
Louisiana,Real dollar statistics,2017,NA
Louisiana,Real dollar statistics,2018,NA
Louisiana,Real dollar statistics,2019,NA
Louisiana,Real dollar statistics,2020,NA
Louisiana,Real dollar statistics,2021,NA
Louisiana,Real dollar statistics,2022,NA
Louisiana,Real GDP (millions of chained 2017 dollars) 1,2016,NA
Louisiana,Real GDP (millions of chained 2017 dollars) 1,2017,239830.7
Louisiana,Real GDP (millions of chained 2017 dollars) 1,2018,245220.3
Louisiana,Real GDP (millions of chained 2017 dollars) 1,2019,246361.1
Louisiana,Real GDP (millions of chained 2017 dollars) 1,2020,228825.3
Louisiana,Real GDP (millions of chained 2017 dollars) 1,2021,234014.4
Louisiana,Real GDP (millions of chained 2017 dollars) 1,2022,231262.3
Louisiana,Real personal income (millions of constant (2017) dollars) 2,2016,215097.6
Louisiana,Real personal income (millions of constant (2017) dollars) 2,2017,220724.6
Louisiana,Real personal income (millions of constant (2017) dollars) 2,2018,229692.2
Louisiana,Real personal income (millions of constant (2017) dollars) 2,2019,232867.1
Louisiana,Real personal income (millions of constant (2017) dollars) 2,2020,245610.4
Louisiana,Real personal income (millions of constant (2017) dollars) 2,2021,253842.3
Louisiana,Real personal income (millions of constant (2017) dollars) 2,2022,238346.8
Louisiana,Real PCE (millions of constant (2017) dollars) 3,2016,175381.1
Louisiana,Real PCE (millions of constant (2017) dollars) 3,2017,180159
Louisiana,Real PCE (millions of constant (2017) dollars) 3,2018,185849.5
Louisiana,Real PCE (millions of constant (2017) dollars) 3,2019,187045.9
Louisiana,Real PCE (millions of constant (2017) dollars) 3,2020,182303.1
Louisiana,Real PCE (millions of constant (2017) dollars) 3,2021,195609.9
Louisiana,Real PCE (millions of constant (2017) dollars) 3,2022,197316.9
Louisiana,Current dollar statistics (millions of dollars),2016,NA
Louisiana,Current dollar statistics (millions of dollars),2017,NA
Louisiana,Current dollar statistics (millions of dollars),2018,NA
Louisiana,Current dollar statistics (millions of dollars),2019,NA
Louisiana,Current dollar statistics (millions of dollars),2020,NA
Louisiana,Current dollar statistics (millions of dollars),2021,NA
Louisiana,Current dollar statistics (millions of dollars),2022,NA
Louisiana,Gross domestic product (GDP),2016,NA
Louisiana,Gross domestic product (GDP),2017,239830.7
Louisiana,Gross domestic product (GDP),2018,256444.4
Louisiana,Gross domestic product (GDP),2019,257096.7
Louisiana,Gross domestic product (GDP),2020,236135.9
Louisiana,Gross domestic product (GDP),2021,263162.7
Louisiana,Gross domestic product (GDP),2022,291951.9
Louisiana,Personal income,2016,197411.9
Louisiana,Personal income,2017,203454.9
Louisiana,Personal income,2018,212320.8
Louisiana,Personal income,2019,219278
Louisiana,Personal income,2020,233715
Louisiana,Personal income,2021,252319.2
Louisiana,Personal income,2022,250170.6
Louisiana,Disposable personal income,2016,178775
Louisiana,Disposable personal income,2017,185213.7
Louisiana,Disposable personal income,2018,194327.8
Louisiana,Disposable personal income,2019,199955
Louisiana,Disposable personal income,2020,216262.8
Louisiana,Disposable personal income,2021,231617.4
Louisiana,Disposable personal income,2022,226482.6
Louisiana,Personal consumption expenditures,2016,161306.7
Louisiana,Personal consumption expenditures,2017,166452.2
Louisiana,Personal consumption expenditures,2018,172147.2
Louisiana,Personal consumption expenditures,2019,176460.2
Louisiana,Personal consumption expenditures,2020,173941.4
Louisiana,Personal consumption expenditures,2021,194871.2
Louisiana,Personal consumption expenditures,2022,207376.7
Louisiana,Real per capita dollar statistics (constant 2017 dollars),2016,NA
Louisiana,Real per capita dollar statistics (constant 2017 dollars),2017,NA
Louisiana,Real per capita dollar statistics (constant 2017 dollars),2018,NA
Louisiana,Real per capita dollar statistics (constant 2017 dollars),2019,NA
Louisiana,Real per capita dollar statistics (constant 2017 dollars),2020,NA
Louisiana,Real per capita dollar statistics (constant 2017 dollars),2021,NA
Louisiana,Real per capita dollar statistics (constant 2017 dollars),2022,NA
Louisiana,Real per capita personal income 4,2016,45906
Louisiana,Real per capita personal income 4,2017,47177
Louisiana,Real per capita personal income 4,2018,49184
Louisiana,Real per capita personal income 4,2019,49923
