"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
State or DC
GeoFips,GeoName,LineCode,Description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
16000,Idaho,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,
16000,Idaho,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),94.973,94.857,93.204,94.129,93.491,93.679,93.701,94.308,92.998,94.544,91.703,92.431,91.008,91.606,91.827
16000,Idaho,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),84.688,84.348,84.363,87.355,88.381,89.727,91.004,91.761,91.402,94.544,93.580,95.679,95.227,99.852,106.559
16000,Idaho,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,
16000,Idaho,15,"  Total employment (number of jobs)",732684,747188,776910,783399,791317,800916,825332,861531,899836,929492,921093,880489,868683,878537,883162,903016,925548,949392,976719,1007831,1041387,1063687,1077864,1137618,1190624
17000,Illinois,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,1,"  Real GDP (millions of chained 2017 dollars) 1",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),832826.8,851517.2,857985.0,810210.1,852749.1,864170.9
17000,Illinois,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),617142.7,583187.4,588136.5,601149.1,622873.0,631664.9,651001.4,683753.2,680906.2,685318.8,707358.8,722325.9,752459.8,775011.6,725403.6
17000,Illinois,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),485234.9,470010.8,476494.2,480659.7,487645.5,496107.5,509208.4,527627.7,534014.4,538080.0,549214.9,557905.6,534948.4,568122.8,581883.8
17000,Illinois,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,4,"  Gross domestic product (GDP)",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),832826.8,871024.2,895800.0,860747.5,943993.3,1025667.2
17000,Illinois,5,"  Personal income",366594.1,382605.3,411220.9,427182.4,432381.6,440480.1,457834.3,475646.2,506021.6,535102.6,551159.7,525793.9,540880.9,568230.3,593814.2,605681.6,629465.0,657080.2,664686.8,685632.7,722686.6,741717.2,787487.8,853520.9,851243.1
17000,Illinois,6,"  Disposable personal income",314354.8,327467.3,351878.2,368530.2,381409.5,393351.4,409868.0,421300.6,444916.2,466928.2,481936.3,474337.2,485767.9,501181.2,523039.5,528372.8,548692.2,570633.8,580489.9,601729.6,635136.3,651321.3,696065.2,743674.1,726281.3
17000,Illinois,7,"  Personal consumption expenditures",274303.2,289479.4,311531.8,322195.6,331449.3,345707.9,363646.5,384010.6,403497.1,423685.4,433710.5,424293.3,438819.8,454980.3,465517.9,476304.5,492993.4,507894.4,522413.6,539587.6,562269.9,573954.2,561359.8,627074.0,683721.0
17000,Illinois,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),48415,45573,45785,46627,48180,48736,50192,52739,52593,53025,54882,56211,58848,61090,57654
17000,Illinois,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38066,36729,37094,37281,37720,38277,39259,40697,41247,41633,42612,43416,41837,44782,46247
17000,Illinois,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,10,"  Per capita personal income 6",29873,30958,33072,34206,34520,35081,36366,37720,40021,42148,43238,41088,42107,44074,45932,46731,48531,50682,51340,53049,56072,57721,61587,67278,67655
17000,Illinois,11,"  Per capita disposable personal income 7",25616,26496,28299,29510,30451,31328,32556,33410,35188,36778,37808,37067,37816,38873,40458,40766,42304,44014,44837,46557,49279,50686,54437,58619,57724
17000,Illinois,12,"  Per capita personal consumption expenditures (PCE) 8",22352,23423,25055,25799,26462,27533,28884,30453,31912,33372,34024,33156,34161,35290,36008,36749,38009,39175,40351,41749,43625,44665,43902,49429,54341
17000,Illinois,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),100.238,101.521,101.745,101.998,100.982,100.238,99.686,98.932,99.535,100.280,100.323,99.385,100.289,101.262,101.257
17000,Illinois,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),89.382,90.273,92.093,94.657,95.462,96.008,96.816,96.260,97.828,100.280,102.377,102.877,104.937,110.376,117.501
17000,Illinois,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,15,"  Total employment (number of jobs)",7139373,7218569,7357491,7309738,7217677,7191483,7244979,7334786,7448634,7577703,7553123,7304369,7251061,7376147,7434721,7503553,7613604,7748859,7804672,7823072,7880803,7859053,7519019,7749727,8094358
18000,Indiana,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,1,"  Real GDP (millions of chained 2017 dollars) 1",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),357535.8,368762.9,371044.5,359184.7,384051.0,396009.2
18000,Indiana,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),276552.9,268703.6,274616.9,286855.4,292577.9,291964.9,299357.3,314400.0,320397.1,328648.6,331557.6,340443.9,366690.5,385617.8,374525.3
18000,Indiana,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),228367.9,224090.8,226320.0,230867.7,234115.8,235982.9,241348.2,250295.3,256588.4,266105.8,267173.3,269692.0,270067.6,287652.3,298717.3
18000,Indiana,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,4,"  Gross domestic product (GDP)",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),357535.8,377376.9,385446.2,377901.1,422951.9,470323.6
18000,Indiana,5,"  Personal income",154521.8,160465.8,171032.1,175229.8,177918.8,182458.0,191088.3,196999.0,208373.7,215919.9,226602.3,220908.7,231025.6,245731.2,256284.7,259534.8,269159.1,279385.7,287275.2,297990.5,313127.2,326386.7,351106.6,387919.3,398522.6
18000,Indiana,6,"  Disposable personal income",134492.7,139782.0,149782.7,153590.2,158457.7,164009.0,172450.0,176595.4,185993.0,191572.0,202241.4,201799.2,210496.1,221690.5,232188.7,233313.5,242163.9,250011.3,256746.2,267878.7,283620.4,293862.8,316416.7,346145.8,350626.4
18000,Indiana,7,"  Personal consumption expenditures",117579.9,125011.8,133146.5,138169.8,142852.9,149620.7,159441.0,168731.5,175744.1,182424.5,187273.9,184465.1,190660.5,198049.2,205349.2,210037.4,217279.8,222792.9,230556.9,241847.3,252840.8,259039.6,259287.0,290016.5,318273.8
18000,Indiana,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),43045,41599,42305,43988,44694,44364,45290,47431,48119,49155,49297,50349,54014,56596,54811
18000,Indiana,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),35545,34693,34865,35402,35763,35858,36513,37760,38536,39801,39724,39885,39781,42218,43717
18000,Indiana,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,10,"  Per capita personal income 6",25758,26545,28075,28596,28902,29445,30657,31376,32905,33845,35270,34200,35590,37682,39150,39436,40721,42149,43145,44570,46556,48270,51719,56934,58323
18000,Indiana,11,"  Per capita disposable personal income 7",22420,23124,24587,25065,25741,26467,27667,28126,29370,30029,31478,31242,32427,33995,35469,35452,36637,37717,38560,40066,42169,43460,46609,50803,51313
18000,Indiana,12,"  Per capita personal consumption expenditures (PCE) 8",19600,20680,21856,22548,23206,24145,25580,26874,27752,28595,29149,28558,29371,30370,31369,31915,32872,33611,34627,36173,37593,38310,38193,42565,46579
18000,Indiana,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),91.965,92.573,93.073,92.437,92.784,92.926,92.696,91.483,91.423,90.884,92.737,92.790,91.755,92.496,91.817
18000,Indiana,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),82.005,82.317,84.244,85.785,87.713,89.005,90.027,89.012,89.855,90.884,94.636,96.050,96.008,100.822,106.547
18000,Indiana,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,15,"  Total employment (number of jobs)",3543278,3596542,3648148,3588944,3553197,3552183,3593262,3634795,3674382,3720029,3682921,3523023,3525292,3590103,3642274,3684167,3740470,3796439,3847508,3903424,3963724,3969603,3843114,3978425,4140665
19000,Iowa,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,1,"  Real GDP (millions of chained 2017 dollars) 1",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),187125.0,189245.1,188318.4,187136.7,198470.8,197846.3
19000,Iowa,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),149119.1,141685.1,141341.1,150625.1,152906.0,153386.7,155922.6,163694.5,163762.3,166102.4,165388.8,166575.5,177134.1,190106.4,188090.5
19000,Iowa,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),115206.3,112463.8,112560.6,116760.3,116654.8,117865.9,120544.7,124456.6,127487.4,130356.7,127969.4,129279.0,127315.6,138046.2,141783.8
19000,Iowa,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,4,"  Gross domestic product (GDP)",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),187125.0,193155.1,196085.1,199447.0,220818.2,238342.3
19000,Iowa,5,"  Personal income",73147.5,74998.7,80082.6,82519.7,84518.2,86330.6,93377.9,96080.0,101998.6,109069.0,116112.8,112963.4,116535.7,125499.8,131137.0,133435.1,137733.5,142521.2,143839.9,147911.5,154686.0,158118.5,167778.9,185621.7,192742.4
19000,Iowa,6,"  Disposable personal income",64462.9,66087.8,70803.9,73131.3,76293.3,78500.9,85274.0,87012.9,91840.0,97452.4,104110.9,103229.0,106224.6,113269.9,118077.1,119480.8,123370.0,127158.9,128254.5,132160.8,139211.0,141842.9,151353.0,166031.3,170345.5
19000,Iowa,7,"  Personal consumption expenditures",56464.4,59748.9,63279.6,65420.8,66996.9,70550.3,74931.1,78928.6,83083.9,86433.4,89779.9,89779.6,92935.6,97421.3,100180.8,102664.9,106618.9,108540.1,112218.4,116352.5,119934.4,122945.0,120916.6,135091.2,145480.9
19000,Iowa,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),49431,46716,46319,49065,49603,49444,49950,52197,51997,52520,52149,52319,55518,59451,58769
19000,Iowa,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38189,37082,36888,38033,37843,37994,38617,39685,40479,41218,40351,40605,39904,43171,44300
19000,Iowa,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,10,"  Per capita personal income 6",25198,25705,27341,28145,28804,29344,31615,32411,34197,36366,38490,37246,38190,40880,42541,43012,44123,45445,45672,46769,48775,49663,52586,58049,60222
19000,Iowa,11,"  Per capita disposable personal income 7",22207,22651,24173,24942,26001,26683,28871,29352,30791,32493,34511,34037,34811,36897,38305,38514,39522,40547,40723,41788,43895,44551,47438,51922,53224
19000,Iowa,12,"  Per capita personal consumption expenditures (PCE) 8",19451,20479,21604,22313,22833,23980,25369,26625,27856,28819,29761,29602,30456,31734,32499,33094,34155,34610,35631,36790,37817,38615,37898,42247,45455
19000,Iowa,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),87.395,89.776,91.218,89.907,90.843,90.940,91.070,89.632,89.560,89.257,91.841,91.873,90.767,89.778,88.422
19000,Iowa,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),77.930,79.830,82.565,83.437,85.878,87.103,88.448,87.211,88.023,89.257,93.721,95.101,94.974,97.859,102.608
19000,Iowa,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,15,"  Total employment (number of jobs)",1877486,1896080,1915254,1902198,1879738,1873351,1902252,1933944,1965800,1994003,1997583,1959120,1950434,1975941,1993406,2019403,2038999,2059821,2066676,2061826,2076505,2070466,2009821,2053873,2113995
20000,Kansas,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,1,"  Real GDP (millions of chained 2017 dollars) 1",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),166273.6,169796.9,170351.7,168540.8,172839.8,174794.6
20000,Kansas,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),144002.4,136817.7,135439.8,143276.0,147397.5,149555.2,149103.0,150962.5,151347.9,154694.8,156470.6,159473.4,167795.8,173329.5,170230.0
20000,Kansas,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),110663.1,106339.3,105773.7,107580.8,107494.9,108661.1,109679.3,112680.2,115222.0,117367.2,117900.6,119004.0,117180.9,125309.9,129618.4
20000,Kansas,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,4,"  Gross domestic product (GDP)",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),166273.6,173373.0,176917.7,177720.6,191831.7,209326.1
20000,Kansas,5,"  Personal income",69711.2,71968.6,75870.8,78490.8,79285.4,81768.2,84076.9,88784.0,97838.9,105082.6,115298.3,111558.9,113843.0,123198.9,129849.7,132519.0,134773.9,136189.1,136753.6,141311.8,147407.4,152926.2,161704.7,172071.0,177474.7
20000,Kansas,6,"  Disposable personal income",60857.4,62775.8,66047.4,68631.9,70747.0,73743.6,75921.4,79360.5,86988.4,92794.7,102414.4,101627.0,103304.0,110895.4,117210.5,118814.7,120832.3,121933.7,122553.1,126799.2,132255.8,136926.5,145220.8,152140.4,154889.3
20000,Kansas,7,"  Personal consumption expenditures",53617.7,57333.0,61303.2,63683.6,65329.7,68531.2,72552.8,76553.7,81251.6,85824.2,88677.2,86817.3,89031.3,92636.2,94824.3,96405.5,99265.8,101823.5,104334.8,107464.7,111300.0,114331.6,113231.5,124678.4,135311.8
20000,Kansas,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),51282,48299,47376,49879,50983,51541,51212,51652,51703,52843,53374,54358,57114,58997,57958
20000,Kansas,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),39409,37540,36999,37452,37181,37448,37671,38554,39362,40092,40218,40564,39886,42653,44131
20000,Kansas,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,10,"  Per capita personal income 6",26201,26871,28166,29047,29218,30029,30748,32340,35411,37748,41060,39382,39822,42889,44914,45670,46290,46597,46718,48272,50283,52127,55041,58569,60424
20000,Kansas,11,"  Per capita disposable personal income 7",22874,23438,24519,25399,26072,27082,27766,28908,31484,33334,36471,35876,36135,38606,40542,40947,41502,41720,41867,43314,45114,46673,49430,51785,52735
20000,Kansas,12,"  Per capita personal consumption expenditures (PCE) 8",20153,21406,22758,23568,24075,25168,26534,27885,29408,30830,31579,30648,31143,32250,32799,33224,34094,34839,35643,36710,37966,38971,38541,42438,46069
20000,Kansas,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),89.865,91.814,92.993,92.786,93.313,92.630,93.188,92.873,92.132,91.563,92.508,92.813,92.349,91.280,89.961
20000,Kansas,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),80.133,81.642,84.171,86.109,88.213,88.721,90.506,90.365,90.551,91.563,94.402,96.074,96.630,99.496,104.392
20000,Kansas,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,15,"  Total employment (number of jobs)",1723552,1740420,1760312,1767601,1746039,1733661,1750839,1765616,1795475,1844345,1858080,1813192,1801894,1819054,1841411,1868968,1895912,1910992,1916188,1913433,1925926,1924114,1878887,1920925,1982258
21000,Kentucky,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,1,"  Real GDP (millions of chained 2017 dollars) 1",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),203564.0,205940.1,211739.7,206288.8,214565.1,217568.1
21000,Kentucky,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),176022.8,176870.8,176725.0,180670.3,182952.0,181706.0,186725.1,195535.5,197156.3,201330.6,206072.9,211071.9,227986.2,239442.9,226239.6
21000,Kentucky,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),148684.2,151289.1,150980.7,152633.1,153106.1,154549.7,156694.4,162836.3,166616.2,171290.5,177421.5,177991.3,176412.4,190099.6,192315.0
21000,Kentucky,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,4,"  Gross domestic product (GDP)",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),203564.0,210509.1,220683.3,218755.2,237925.9,258981.2
21000,Kentucky,5,"  Personal income",89403.1,93175.0,100475.1,103997.8,106551.9,109765.9,116214.1,121734.5,128584.1,134209.9,140837.7,138999.7,144335.6,151379.9,156564.9,157905.4,164862.1,172269.4,175275.6,180836.1,186931.1,195419.7,211966.8,232362.6,234281.9
21000,Kentucky,6,"  Disposable personal income",78061.6,81337.2,88019.9,91041.0,94984.8,98556.6,104976.8,109211.5,115251.9,119659.7,125731.4,126749.8,131377.4,136662.7,141735.8,141839.9,147914.4,153771.0,156260.1,161763.3,167970.7,175376.9,192033.9,208683.7,207034.7
21000,Kentucky,7,"  Personal consumption expenditures",73276.6,78078.0,83592.1,86556.6,89874.1,94238.0,99863.6,105818.8,111311.3,115134.1,119061.4,119046.4,123481.5,128068.7,131199.1,134476.7,138524.8,143701.2,148443.0,154214.4,161272.0,165100.4,164458.8,184891.2,199412.3
21000,Kentucky,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),41032,40970,40634,41304,41637,41149,42163,44004,44229,44983,45924,46924,50580,53132,50138
21000,Kentucky,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),34659,35044,34715,34894,34844,34999,35382,36645,37378,38271,39539,39570,39138,42183,42620
21000,Kentucky,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,10,"  Per capita personal income 6",22433,23189,24815,25564,26053,26661,28030,29104,30476,31529,32830,32198,33187,34607,35631,35759,37226,38768,39321,40404,41658,43445,47026,51561,51921
21000,Kentucky,11,"  Per capita disposable personal income 7",19587,20243,21739,22379,23224,23938,25319,26110,27316,28111,29309,29360,30208,31243,32257,32121,33399,34605,35055,36142,37433,38989,42604,46306,45882
21000,Kentucky,12,"  Per capita personal consumption expenditures (PCE) 8",18386,19432,20645,21277,21975,22889,24086,25299,26382,27048,27754,27576,28392,29278,29859,30453,31279,32339,33301,34456,35940,36704,36486,41027,44193
21000,Kentucky,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),89.803,88.492,90.358,90.413,90.646,90.845,91.025,90.699,90.648,90.031,89.074,89.609,89.095,89.229,89.356
21000,Kentucky,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),80.077,78.688,81.786,83.906,85.692,87.012,88.404,88.249,89.093,90.031,90.898,92.758,93.224,97.260,103.690
21000,Kentucky,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,15,"  Total employment (number of jobs)",2223896,2264164,2306481,2283616,2263400,2273294,2300562,2337786,2374793,2414775,2402305,2324874,2325641,2367868,2389067,2407581,2439916,2473925,2498703,2520120,2546178,2549943,2471693,2558304,2658979
22000,Louisiana,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
22000,Louisiana,1,"  Real GDP (millions of chained 2017 dollars) 1",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),239830.7,245220.3,246361.1,228825.3,234014.4,231262.3
22000,Louisiana,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),208684.8,206489.2,207753.8,207629.7,213483.3,213536.8,218320.6,220101.4,215097.6,220724.6,229692.2,232867.1,245610.4,253842.3,238346.8
22000,Louisiana,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),157968.5,161045.2,161200.2,162546.2,164047.0,166723.9,169122.2,174337.0,175381.1,180159.0,185849.5,187045.9,182303.1,195609.9,197316.9
22000,Louisiana,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,
22000,Louisiana,4,"  Gross domestic product (GDP)",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),239830.7,256444.4,257096.7,236135.9,263162.7,291951.9
22000,Louisiana,5,"  Personal income",98863.5,101157.7,106907.7,114767.4,118194.3,122009.9,127386.9,137162.4,144684.4,158433.0,170008.6,165305.6,173007.3,178350.9,187190.7,189741.3,197729.8,198425.9,197411.9,203454.9,212320.8,219278.0,233715.0,252319.2,250170.6
22000,Louisiana,6,"  Disposable personal income",88160.2,90523.0,95660.1,102692.8,107611.8,112201.2,117608.4,126348.2,131528.7,142714.5,152758.5,152117.2,159616.1,163574.7,170767.5,171884.1,178989.0,180068.9,178775.0,185213.7,194327.8,199955.0,216262.8,231617.4,226482.6
22000,Louisiana,7,"  Personal consumption expenditures",78749.6,82772.1,87152.6,90725.7,94157.2,99582.7,105278.5,110109.7,116283.0,123420.1,128797.3,129088.9,134426.9,139821.9,144035.6,148333.2,153367.7,157431.6,161306.7,166452.2,172147.2,176460.2,173941.4,194871.2,207376.7
22000,Louisiana,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,
22000,Louisiana,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),47048,45972,45712,45363,46373,46138,46963,47125,45906,47177,49184,49923,52801,54860,51925
22000,Louisiana,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),35614,35854,35469,35513,35635,36023,36380,37327,37430,38507,39796,40099,39191,42275,42986
22000,Louisiana,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
22000,Louisiana,10,"  Per capita personal income 6",22265,22677,23907,25630,26281,26987,27983,29970,33627,36208,38328,36803,38067,38966,40662,40997,42533,42484,42132,43486,45464,47009,50243,54531,54501
22000,Louisiana,11,"  Per capita disposable personal income 7",19854,20293,21391,22933,23928,24818,25835,27607,30569,32616,34439,33867,35121,35738,37095,37138,38502,38554,38154,39587,41611,42867,46491,50057,49340
22000,Louisiana,12,"  Per capita personal consumption expenditures (PCE) 8",17735,18555,19489,20261,20937,22027,23127,24059,27026,28207,29037,28740,29578,30548,31288,32050,32991,33707,34426,35577,36862,37830,37393,42115,45178
22000,Louisiana,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,
22000,Louisiana,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),91.436,90.144,92.131,92.690,92.878,92.889,93.373,92.810,93.580,92.392,90.769,91.139,91.187,91.396,90.569
22000,Louisiana,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),81.534,80.157,83.391,86.020,87.801,88.969,90.685,90.303,91.975,92.392,92.627,94.341,95.413,99.622,105.098
22000,Louisiana,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,
22000,Louisiana,15,"  Total employment (number of jobs)",2336386,2352801,2388668,2397993,2399210,2418739,2434471,2397382,2413784,2501097,2550824,2529917,2536537,2564904,2601173,2642042,2684809,2696540,2691337,2692542,2725271,2717570,2592841,2694974,2784711
23000,Maine,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,
23000,Maine,1,"  Real GDP (millions of chained 2017 dollars) 1",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),63000.6,64806.3,66351.2,67420.6,70869.9,72413.5
